"{""png_width"":92344, ""png_height"":72764, ""png_w"":450, ""png_h"":360, ""patch_w"":202.593192869, ""patch_h"":202.593192869}"
i,j,TIL,cancer,tissue
65,403,9,0,255
65,404,8,0,255
65,405,5,0,255
65,406,3,0,255
65,407,7,0,255
65,408,7,0,255
65,409,7,0,255
65,410,5,0,255
65,411,4,0,255
65,412,8,0,255
65,413,7,0,255
65,414,6,0,255
65,415,7,12,255
65,416,8,19,255
65,417,8,35,255
65,418,8,33,255
65,419,7,9,255
65,420,7,10,255
65,421,7,12,255
65,422,23,15,255
65,423,44,15,255
65,424,35,5,255
65,425,25,5,255
65,426,13,8,255
65,427,6,13,255
65,428,2,19,255
65,429,1,14,255
65,430,7,13,255
65,431,7,3,255
65,432,7,9,255
65,433,8,25,255
65,434,3,23,255
65,435,4,23,255
65,436,6,2,255
65,437,7,0,255
65,438,7,0,255
65,439,7,0,255
65,440,6,0,255
65,441,7,0,255
65,442,7,0,255
65,443,7,0,255
65,444,7,0,255
65,445,1,0,255
65,446,8,0,56
65,447,0,0,2
66,5,1,0,0
66,18,0,0,63
66,19,17,67,255
66,20,74,81,255
66,21,76,138,255
66,22,16,118,255
66,23,8,98,255
66,24,32,149,255
66,25,85,160,255
66,26,91,162,255
66,27,56,157,255
66,28,36,144,255
66,29,45,141,255
66,30,38,138,255
66,31,47,206,255
66,32,28,213,255
66,33,16,210,255
66,34,18,219,255
66,35,29,234,255
66,36,30,236,255
66,37,27,236,255
66,38,46,198,255
66,39,45,198,255
66,40,31,202,255
66,41,31,200,255
66,42,86,196,255
66,43,86,158,255
66,44,73,147,255
66,45,90,217,255
66,46,124,222,255
66,47,104,236,255
66,48,44,227,255
66,49,17,220,255
66,50,11,240,255
66,51,11,243,255
66,52,10,252,255
66,53,14,244,255
66,54,18,227,255
66,55,15,197,255
66,56,10,180,255
66,57,13,202,255
66,58,18,205,255
66,59,16,227,255
66,60,13,237,255
66,61,11,250,255
66,62,135,184,255
66,63,200,158,255
66,64,149,183,255
66,65,38,192,255
66,66,20,229,255
66,67,19,149,255
66,68,14,68,255
66,69,18,171,255
66,70,33,195,255
66,71,44,239,255
66,72,152,240,255
66,73,31,244,255
66,74,36,246,255
66,75,62,247,255
66,76,61,235,255
66,77,146,231,255
66,78,96,190,255
66,79,159,204,255
66,80,79,228,255
66,81,155,235,255
66,82,171,238,255
66,83,172,222,255
66,84,235,225,255
66,85,155,245,255
66,86,14,248,255
66,87,13,252,255
66,88,13,252,255
66,89,18,252,255
66,90,15,251,255
66,91,14,250,255
66,92,16,247,255
66,93,10,243,255
66,94,10,240,255
66,95,13,247,255
66,96,11,248,255
66,97,10,252,255
66,98,11,252,255
66,99,11,253,255
66,100,9,253,255
66,101,11,254,255
66,102,10,250,255
66,103,17,248,255
66,104,43,228,255
66,105,44,234,255
66,106,15,242,255
66,107,15,249,255
66,108,32,251,255
66,109,55,243,255
66,110,55,239,255
66,111,37,223,255
66,112,21,237,255
66,113,22,251,255
66,114,18,252,255
66,115,19,252,255
66,116,53,239,255
66,117,111,240,255
66,118,128,241,255
66,119,88,223,255
66,120,50,210,255
66,121,27,238,255
66,122,18,241,255
66,123,30,236,255
66,124,35,228,255
66,125,26,214,255
66,126,20,152,255
66,127,18,123,255
66,128,19,149,255
66,129,17,143,255
66,130,19,103,255
66,131,19,145,255
66,132,19,196,255
66,133,15,90,255
66,134,17,58,255
66,135,15,132,255
66,136,18,141,255
66,137,18,170,255
66,138,29,205,255
66,139,159,235,255
66,140,163,209,255
66,141,80,204,255
66,142,53,173,255
66,143,86,183,255
66,144,29,206,255
66,145,39,224,255
66,146,69,235,255
66,147,63,231,255
66,148,162,224,255
66,149,46,168,255
66,150,91,195,255
66,151,119,233,255
66,152,40,226,255
66,153,17,224,255
66,154,21,241,255
66,155,9,243,255
66,156,9,252,255
66,157,11,250,255
66,158,35,247,255
66,159,19,233,255
66,160,45,229,255
66,161,81,240,255
66,162,165,228,255
66,163,48,196,255
66,164,31,210,255
66,165,47,221,255
66,166,48,192,255
66,167,46,188,255
66,168,16,169,255
66,169,14,144,255
66,170,10,102,255
66,171,10,81,255
66,172,10,70,255
66,173,12,101,255
66,174,9,107,255
66,175,9,139,255
66,176,13,137,255
66,177,10,134,255
66,178,8,117,255
66,179,8,112,255
66,180,8,69,255
66,181,17,86,255
66,182,30,141,255
66,183,24,187,255
66,184,21,226,255
66,185,26,223,255
66,186,39,223,255
66,187,42,231,255
66,188,62,234,255
66,189,59,240,255
66,190,75,204,255
66,191,80,183,255
66,192,51,223,255
66,193,45,226,255
66,194,57,235,255
66,195,57,226,255
66,196,36,212,255
66,197,22,234,255
66,198,18,243,255
66,199,13,180,255
66,200,12,176,255
66,201,16,157,255
66,202,13,112,255
66,203,18,66,255
66,204,24,163,255
66,205,18,185,255
66,206,13,222,255
66,207,9,199,255
66,208,13,139,255
66,209,12,187,255
66,210,12,220,255
66,211,12,239,255
66,212,11,241,255
66,213,20,245,255
66,214,19,240,255
66,215,21,231,255
66,216,29,235,255
66,217,47,237,255
66,218,136,244,255
66,219,128,242,255
66,220,124,226,255
66,221,93,227,255
66,222,49,228,255
66,223,53,222,255
66,224,16,220,255
66,225,40,247,255
66,226,95,236,255
66,227,27,202,255
66,228,52,208,255
66,229,50,214,255
66,230,86,210,255
66,231,36,209,255
66,232,114,210,255
66,233,57,198,255
66,234,40,173,255
66,235,20,202,255
66,236,29,220,255
66,237,48,227,255
66,238,56,224,255
66,239,40,192,255
66,240,40,181,255
66,241,16,165,255
66,242,14,154,255
66,243,23,150,255
66,244,16,122,255
66,245,22,131,255
66,246,29,169,255
66,247,43,163,255
66,248,36,157,255
66,249,101,71,255
66,250,149,51,255
66,251,197,101,255
66,252,240,92,255
66,253,221,71,255
66,254,146,84,255
66,255,129,94,255
66,256,204,99,255
66,257,213,97,255
66,258,240,66,255
66,259,246,62,255
66,260,251,55,255
66,261,253,59,255
66,262,248,61,255
66,263,236,103,255
66,264,239,113,255
66,265,192,171,255
66,266,119,150,255
66,267,102,125,255
66,268,61,62,255
66,269,40,43,255
66,270,28,119,255
66,271,20,126,255
66,272,18,148,255
66,273,21,115,255
66,274,20,88,255
66,275,22,90,255
66,276,24,90,255
66,277,29,61,255
66,278,18,56,255
66,279,20,46,255
66,280,23,36,255
66,281,33,30,255
66,282,21,27,255
66,283,19,31,255
66,284,13,61,255
66,285,13,57,255
66,286,93,52,255
66,287,23,41,255
66,288,8,37,255
66,289,21,24,255
66,290,10,19,255
66,291,7,0,255
66,292,8,0,255
66,293,2,0,65
66,294,0,0,3
66,341,0,3,0
66,342,1,3,118
66,343,2,3,208
66,344,0,31,236
66,345,0,50,255
66,346,6,143,255
66,347,32,154,255
66,348,30,163,255
66,349,16,186,255
66,350,14,225,255
66,351,8,126,255
66,352,6,79,255
66,353,2,89,255
66,354,0,84,255
66,355,0,50,255
66,356,0,43,255
66,357,0,36,255
66,358,0,99,255
66,359,0,118,255
66,360,5,62,255
66,361,6,75,255
66,362,15,115,255
66,363,13,95,255
66,364,10,78,255
66,365,23,61,255
66,366,13,58,255
66,367,9,82,255
66,368,15,67,255
66,369,16,35,255
66,370,8,30,255
66,371,18,27,255
66,372,9,86,255
66,373,8,86,255
66,374,13,52,255
66,375,9,42,255
66,376,13,27,255
66,377,9,24,255
66,378,9,23,255
66,379,9,45,255
66,380,9,41,255
66,381,7,20,255
66,382,10,30,255
66,383,10,40,255
66,384,17,30,255
66,385,8,28,255
66,386,9,28,255
66,387,8,24,255
66,388,8,13,255
66,389,6,12,255
66,390,7,12,255
66,391,9,34,255
66,392,8,36,255
66,393,11,27,255
66,394,8,17,255
66,395,7,0,255
66,396,7,0,255
66,397,7,0,255
66,398,8,0,255
66,399,7,0,255
66,400,6,0,255
66,401,6,0,255
66,402,8,0,255
66,403,9,0,255
66,404,8,0,255
66,405,7,0,255
66,406,6,0,255
66,407,5,0,255
66,408,4,0,255
66,409,8,0,255
66,410,7,0,255
66,411,5,0,255
66,412,7,0,255
66,413,7,0,255
66,414,7,0,255
66,415,7,12,255
66,416,8,20,255
66,417,9,33,255
66,418,10,31,255
66,419,11,7,255
66,420,8,9,255
66,421,7,13,255
66,422,8,13,255
66,423,9,14,255
66,424,9,4,255
66,425,8,5,255
66,426,8,8,255
66,427,6,13,255
66,428,6,18,255
66,429,7,13,255
66,430,10,13,255
66,431,8,3,255
66,432,7,9,255
66,433,8,26,255
66,434,7,24,255
66,435,7,22,255
66,436,6,2,255
66,437,2,0,255
66,438,7,0,255
66,439,2,0,255
66,440,7,0,255
66,441,6,0,255
66,442,8,0,255
66,443,7,0,255
66,444,6,0,255
66,445,0,0,255
66,446,0,0,12
67,18,0,0,63
67,19,3,51,255
67,20,16,72,255
67,21,40,163,255
67,22,89,186,255
67,23,84,209,255
67,24,52,184,255
67,25,93,179,255
67,26,51,132,255
67,27,40,137,255
67,28,40,152,255
67,29,30,121,255
67,30,27,100,255
67,31,24,193,255
67,32,47,201,255
67,33,53,170,255
67,34,21,171,255
67,35,20,172,255
67,36,35,196,255
67,37,49,208,255
67,38,39,211,255
67,39,38,209,255
67,40,30,197,255
67,41,94,204,255
67,42,177,212,255
67,43,163,211,255
67,44,117,211,255
67,45,87,165,255
67,46,110,168,255
67,47,140,178,255
67,48,111,196,255
67,49,66,212,255
67,50,28,232,255
67,51,12,235,255
67,52,11,250,255
67,53,10,244,255
67,54,22,231,255
67,55,22,199,255
67,56,19,180,255
67,57,33,223,255
67,58,25,224,255
67,59,15,211,255
67,60,12,215,255
67,61,9,220,255
67,62,32,243,255
67,63,52,252,255
67,64,102,204,255
67,65,130,206,255
67,66,27,213,255
67,67,27,140,255
67,68,45,68,255
67,69,43,210,255
67,70,36,243,255
67,71,131,226,255
67,72,110,231,255
67,73,47,246,255
67,74,19,249,255
67,75,90,252,255
67,76,17,251,255
67,77,46,251,255
67,78,165,251,255
67,79,134,248,255
67,80,181,243,255
67,81,113,242,255
67,82,215,242,255
67,83,208,249,255
67,84,143,249,255
67,85,53,253,255
67,86,12,247,255
67,87,21,240,255
67,88,9,231,255
67,89,9,229,255
67,90,13,218,255
67,91,15,211,255
67,92,27,189,255
67,93,16,223,255
67,94,9,252,255
67,95,13,250,255
67,96,9,250,255
67,97,10,234,255
67,98,10,240,255
67,99,10,253,255
67,100,11,253,255
67,101,11,254,255
67,102,11,250,255
67,103,13,250,255
67,104,23,252,255
67,105,32,201,255
67,106,22,128,255
67,107,13,216,255
67,108,24,250,255
67,109,32,250,255
67,110,19,249,255
67,111,13,248,255
67,112,16,245,255
67,113,20,243,255
67,114,16,240,255
67,115,20,239,255
67,116,77,234,255
67,117,102,236,255
67,118,91,242,255
67,119,83,202,255
67,120,68,175,255
67,121,39,216,255
67,122,31,219,255
67,123,45,195,255
67,124,34,163,255
67,125,18,109,255
67,126,17,147,255
67,127,16,166,255
67,128,17,110,255
67,129,20,102,255
67,130,19,53,255
67,131,18,74,255
67,132,18,99,255
67,133,16,152,255
67,134,19,168,255
67,135,16,160,255
67,136,16,168,255
67,137,23,194,255
67,138,48,203,255
67,139,54,210,255
67,140,98,230,255
67,141,76,233,255
67,142,78,206,255
67,143,74,202,255
67,144,65,193,255
67,145,25,213,255
67,146,21,225,255
67,147,117,197,255
67,148,146,193,255
67,149,110,165,255
67,150,142,159,255
67,151,52,152,255
67,152,115,194,255
67,153,143,211,255
67,154,25,229,255
67,155,10,230,255
67,156,9,236,255
67,157,14,244,255
67,158,18,253,255
67,159,12,246,255
67,160,17,244,255
67,161,38,253,255
67,162,92,251,255
67,163,36,247,255
67,164,70,230,255
67,165,46,218,255
67,166,39,212,255
67,167,28,209,255
67,168,18,166,255
67,169,37,145,255
67,170,12,109,255
67,171,18,159,255
67,172,10,183,255
67,173,9,72,255
67,174,7,69,255
67,175,43,55,255
67,176,81,76,255
67,177,14,102,255
67,178,8,139,255
67,179,8,150,255
67,180,13,128,255
67,181,28,138,255
67,182,38,173,255
67,183,31,193,255
67,184,46,210,255
67,185,56,237,255
67,186,51,242,255
67,187,59,245,255
67,188,75,228,255
67,189,114,194,255
67,190,127,212,255
67,191,81,223,255
67,192,62,207,255
67,193,56,209,255
67,194,56,239,255
67,195,107,221,255
67,196,64,195,255
67,197,17,224,255
67,198,17,235,255
67,199,10,252,255
67,200,9,250,255
67,201,15,244,255
67,202,14,190,255
67,203,16,137,255
67,204,17,146,255
67,205,13,148,255
67,206,11,193,255
67,207,14,201,255
67,208,16,223,255
67,209,14,239,255
67,210,17,251,255
67,211,14,192,255
67,212,10,190,255
67,213,12,253,255
67,214,10,252,255
67,215,10,252,255
67,216,10,238,255
67,217,13,231,255
67,218,43,251,255
67,219,90,245,255
67,220,139,214,255
67,221,155,225,255
67,222,113,238,255
67,223,50,226,255
67,224,13,222,255
67,225,29,237,255
67,226,123,231,255
67,227,111,213,255
67,228,32,225,255
67,229,36,236,255
67,230,49,177,255
67,231,136,167,255
67,232,52,194,255
67,233,47,207,255
67,234,17,234,255
67,235,13,203,255
67,236,29,185,255
67,237,24,221,255
67,238,31,221,255
67,239,53,204,255
67,240,33,210,255
67,241,39,218,255
67,242,49,232,255
67,243,14,237,255
67,244,12,224,255
67,245,16,204,255
67,246,10,118,255
67,247,13,150,255
67,248,15,183,255
67,249,27,84,255
67,250,77,61,255
67,251,182,144,255
67,252,212,113,255
67,253,209,34,255
67,254,128,42,255
67,255,114,48,255
67,256,184,78,255
67,257,224,82,255
67,258,240,105,255
67,259,249,90,255
67,260,249,64,255
67,261,252,123,255
67,262,252,151,255
67,263,247,85,255
67,264,248,88,255
67,265,161,114,255
67,266,83,105,255
67,267,60,94,255
67,268,35,72,255
67,269,29,65,255
67,270,24,144,255
67,271,20,149,255
67,272,17,166,255
67,273,20,132,255
67,274,19,103,255
67,275,45,176,255
67,276,61,187,255
67,277,33,85,255
67,278,11,65,255
67,279,19,23,255
67,280,23,76,255
67,281,43,107,255
67,282,34,88,255
67,283,24,84,255
67,284,27,63,255
67,285,28,76,255
67,286,61,94,255
67,287,20,29,255
67,288,11,4,255
67,289,16,0,255
67,290,8,0,255
67,291,2,0,255
67,292,1,0,68
67,293,0,0,4
67,341,0,31,115
67,342,0,32,234
67,343,0,35,255
67,344,4,108,255
67,345,11,159,255
67,346,31,196,255
67,347,41,201,255
67,348,49,217,255
67,349,44,219,255
67,350,84,223,255
67,351,90,215,255
67,352,95,211,255
67,353,73,190,255
67,354,31,183,255
67,355,36,141,255
67,356,19,161,255
67,357,7,186,255
67,358,7,172,255
67,359,23,168,255
67,360,73,200,255
67,361,30,198,255
67,362,38,192,255
67,363,21,149,255
67,364,11,113,255
67,365,11,129,255
67,366,7,131,255
67,367,7,73,255
67,368,8,75,255
67,369,13,79,255
67,370,58,101,255
67,371,12,114,255
67,372,16,95,255
67,373,19,92,255
67,374,12,71,255
67,375,9,72,255
67,376,10,75,255
67,377,10,44,255
67,378,9,32,255
67,379,13,17,255
67,380,9,24,255
67,381,9,55,255
67,382,9,47,255
67,383,8,40,255
67,384,11,21,255
67,385,9,17,255
67,386,10,19,255
67,387,7,16,255
67,388,9,8,255
67,389,7,15,255
67,390,8,20,255
67,391,8,22,255
67,392,7,22,255
67,393,8,22,255
67,394,6,14,255
67,395,9,0,255
67,396,7,0,255
67,397,8,0,255
67,398,8,0,255
67,399,7,0,255
67,400,7,0,255
67,401,6,0,255
67,402,7,0,255
67,403,7,0,255
67,404,8,0,255
67,405,7,0,255
67,406,7,0,255
67,407,7,0,255
67,408,7,0,255
67,409,8,0,255
67,410,7,0,255
67,411,7,0,255
67,412,7,0,255
67,413,8,0,255
67,414,7,0,255
67,415,4,10,255
67,416,5,16,255
67,417,7,5,255
67,418,9,5,255
67,419,9,9,255
67,420,7,10,255
67,421,8,11,255
67,422,9,6,255
67,423,8,4,255
67,424,9,20,255
67,425,8,17,255
67,426,7,6,255
67,427,6,4,255
67,428,7,3,255
67,429,11,17,255
67,430,9,21,255
67,431,7,2,255
67,432,7,8,255
67,433,7,26,255
67,434,8,19,255
67,435,3,14,255
67,436,7,1,255
67,437,7,0,255
67,438,8,0,255
67,439,1,0,255
67,440,7,0,255
67,441,6,0,255
67,442,8,0,255
67,443,2,0,255
67,444,6,0,255
67,445,0,0,255
67,446,0,0,12
68,18,0,0,63
68,19,2,63,255
68,20,8,85,255
68,21,60,181,255
68,22,163,194,255
68,23,96,207,255
68,24,41,151,255
68,25,52,138,255
68,26,45,120,255
68,27,40,129,255
68,28,33,153,255
68,29,18,132,255
68,30,23,118,255
68,31,23,166,255
68,32,25,172,255
68,33,23,175,255
68,34,18,178,255
68,35,27,182,255
68,36,31,207,255
68,37,48,218,255
68,38,49,211,255
68,39,80,209,255
68,40,70,195,255
68,41,88,204,255
68,42,102,215,255
68,43,57,212,255
68,44,59,211,255
68,45,87,187,255
68,46,118,186,255
68,47,99,181,255
68,48,58,198,255
68,49,67,213,255
68,50,44,212,255
68,51,18,213,255
68,52,11,244,255
68,53,11,243,255
68,54,42,240,255
68,55,31,216,255
68,56,21,202,255
68,57,22,192,255
68,58,17,195,255
68,59,12,228,255
68,60,17,230,255
68,61,13,232,255
68,62,9,241,255
68,63,13,244,255
68,64,52,224,255
68,65,134,220,255
68,66,51,207,255
68,67,19,161,255
68,68,35,116,255
68,69,41,198,255
68,70,33,218,255
68,71,142,227,255
68,72,99,233,255
68,73,21,248,255
68,74,32,246,255
68,75,60,245,255
68,76,20,251,255
68,77,14,251,255
68,78,58,251,255
68,79,106,249,255
68,80,76,245,255
68,81,79,243,255
68,82,88,242,255
68,83,145,247,255
68,84,44,247,255
68,85,16,247,255
68,86,13,243,255
68,87,33,238,255
68,88,58,236,255
68,89,11,236,255
68,90,16,226,255
68,91,25,214,255
68,92,19,175,255
68,93,31,214,255
68,94,15,247,255
68,95,10,250,255
68,96,10,250,255
68,97,13,239,255
68,98,15,238,255
68,99,14,234,255
68,100,10,242,255
68,101,13,246,255
68,102,13,250,255
68,103,11,250,255
68,104,11,253,255
68,105,14,218,255
68,106,18,168,255
68,107,20,224,255
68,108,27,245,255
68,109,31,251,255
68,110,18,250,255
68,111,24,249,255
68,112,44,248,255
68,113,35,248,255
68,114,30,236,255
68,115,28,233,255
68,116,68,205,255
68,117,132,216,255
68,118,109,244,255
68,119,47,216,255
68,120,39,197,255
68,121,30,227,255
68,122,38,229,255
68,123,35,197,255
68,124,24,174,255
68,125,19,134,255
68,126,17,157,255
68,127,15,167,255
68,128,28,126,255
68,129,27,125,255
68,130,17,124,255
68,131,16,136,255
68,132,18,151,255
68,133,15,164,255
68,134,52,168,255
68,135,48,158,255
68,136,24,163,255
68,137,22,181,255
68,138,32,180,255
68,139,23,180,255
68,140,51,214,255
68,141,34,219,255
68,142,31,173,255
68,143,35,180,255
68,144,58,193,255
68,145,77,200,255
68,146,105,204,255
68,147,100,208,255
68,148,58,207,255
68,149,161,195,255
68,150,179,187,255
68,151,50,176,255
68,152,185,175,255
68,153,172,175,255
68,154,43,212,255
68,155,11,217,255
68,156,16,241,255
68,157,11,246,255
68,158,16,251,255
68,159,14,242,255
68,160,12,240,255
68,161,20,240,255
68,162,26,237,255
68,163,34,230,255
68,164,32,222,255
68,165,52,217,255
68,166,24,215,255
68,167,13,213,255
68,168,18,187,255
68,169,24,147,255
68,170,13,79,255
68,171,17,136,255
68,172,15,163,255
68,173,8,56,255
68,174,11,54,255
68,175,22,53,255
68,176,29,66,255
68,177,24,81,255
68,178,34,126,255
68,179,15,140,255
68,180,28,136,255
68,181,31,149,255
68,182,26,192,255
68,183,34,202,255
68,184,48,211,255
68,185,71,235,255
68,186,126,239,255
68,187,127,244,255
68,188,74,229,255
68,189,129,196,255
68,190,136,218,255
68,191,77,230,255
68,192,126,214,255
68,193,117,216,255
68,194,58,237,255
68,195,46,228,255
68,196,25,215,255
68,197,12,235,255
68,198,15,242,255
68,199,13,248,255
68,200,14,248,255
68,201,15,248,255
68,202,35,216,255
68,203,30,185,255
68,204,16,184,255
68,205,23,183,255
68,206,27,218,255
68,207,74,223,255
68,208,48,235,255
68,209,71,243,255
68,210,47,249,255
68,211,18,209,255
68,212,11,208,255
68,213,7,251,255
68,214,9,250,255
68,215,12,249,255
68,216,10,243,255
68,217,13,241,255
68,218,21,250,255
68,219,31,246,255
68,220,71,224,255
68,221,55,232,255
68,222,83,241,255
68,223,108,235,255
68,224,14,233,255
68,225,41,240,255
68,226,110,237,255
68,227,43,226,255
68,228,31,230,255
68,229,19,234,255
68,230,31,197,255
68,231,57,191,255
68,232,129,196,255
68,233,50,208,255
68,234,79,235,255
68,235,61,218,255
68,236,31,209,255
68,237,27,201,255
68,238,49,201,255
68,239,32,209,255
68,240,38,212,255
68,241,44,217,255
68,242,59,232,255
68,243,67,237,255
68,244,103,232,255
68,245,33,218,255
68,246,15,160,255
68,247,11,164,255
68,248,13,168,255
68,249,22,124,255
68,250,39,114,255
68,251,58,128,255
68,252,100,107,255
68,253,166,53,255
68,254,117,65,255
68,255,88,74,255
68,256,111,73,255
68,257,138,76,255
68,258,223,134,255
68,259,234,115,255
68,260,199,83,255
68,261,168,143,255
68,262,189,171,255
68,263,145,129,255
68,264,93,129,255
68,265,64,132,255
68,266,39,129,255
68,267,26,126,255
68,268,40,91,255
68,269,32,81,255
68,270,19,169,255
68,271,22,164,255
68,272,19,149,255
68,273,18,139,255
68,274,16,130,255
68,275,27,152,255
68,276,32,155,255
68,277,23,119,255
68,278,24,95,255
68,279,21,46,255
68,280,18,88,255
68,281,27,113,255
68,282,53,64,255
68,283,41,61,255
68,284,26,56,255
68,285,36,72,255
68,286,29,95,255
68,287,16,35,255
68,288,8,11,255
68,289,3,0,255
68,290,2,0,255
68,291,0,0,72
68,292,0,0,5
68,339,0,13,0
68,340,0,16,111
68,341,0,63,233
68,342,0,63,255
68,343,0,64,255
68,344,5,116,255
68,345,30,152,255
68,346,37,164,255
68,347,35,167,255
68,348,38,209,255
68,349,45,217,255
68,350,124,230,255
68,351,131,218,255
68,352,140,213,255
68,353,145,194,255
68,354,111,188,255
68,355,163,155,255
68,356,89,158,255
68,357,142,163,255
68,358,136,181,255
68,359,100,186,255
68,360,92,202,255
68,361,48,201,255
68,362,56,200,255
68,363,46,152,255
68,364,29,112,255
68,365,22,99,255
68,366,61,97,255
68,367,22,77,255
68,368,14,83,255
68,369,15,95,255
68,370,30,104,255
68,371,41,109,255
68,372,19,98,255
68,373,21,96,255
68,374,10,82,255
68,375,6,99,255
68,376,7,125,255
68,377,8,59,255
68,378,11,34,255
68,379,12,35,255
68,380,12,38,255
68,381,12,48,255
68,382,14,41,255
68,383,7,34,255
68,384,9,27,255
68,385,10,25,255
68,386,21,35,255
68,387,9,34,255
68,388,9,34,255
68,389,7,22,255
68,390,3,14,255
68,391,8,20,255
68,392,7,22,255
68,393,8,44,255
68,394,7,28,255
68,395,7,0,255
68,396,7,0,255
68,397,7,0,255
68,398,8,0,255
68,399,6,0,255
68,400,3,0,255
68,401,8,0,255
68,402,8,0,255
68,403,8,0,255
68,404,6,0,255
68,405,3,0,255
68,406,6,0,255
68,407,8,0,255
68,408,8,0,255
68,409,8,0,255
68,410,8,0,255
68,411,8,0,255
68,412,13,0,255
68,413,12,0,255
68,414,7,0,255
68,415,7,11,255
68,416,3,18,255
68,417,6,17,255
68,418,9,16,255
68,419,7,7,255
68,420,7,11,255
68,421,7,16,255
68,422,7,11,255
68,423,7,9,255
68,424,7,30,255
68,425,9,39,255
68,426,8,78,255
68,427,8,47,255
68,428,11,18,255
68,429,11,15,255
68,430,10,14,255
68,431,8,5,255
68,432,7,8,255
68,433,6,15,255
68,434,7,22,255
68,435,11,26,255
68,436,7,3,255
68,437,7,0,255
68,438,8,0,255
68,439,6,0,255
68,440,8,0,255
68,441,7,0,255
68,442,6,0,255
68,443,5,0,255
68,444,7,0,255
68,445,0,0,255
68,446,0,0,12
69,18,0,0,63
69,19,4,79,255
69,20,19,103,255
69,21,44,206,255
69,22,99,205,255
69,23,125,205,255
69,24,112,103,255
69,25,36,80,255
69,26,32,104,255
69,27,34,118,255
69,28,33,155,255
69,29,28,148,255
69,30,36,143,255
69,31,27,129,255
69,32,34,131,255
69,33,29,183,255
69,34,31,188,255
69,35,41,196,255
69,36,26,221,255
69,37,21,233,255
69,38,32,212,255
69,39,56,209,255
69,40,54,193,255
69,41,73,205,255
69,42,62,219,255
69,43,47,213,255
69,44,41,211,255
69,45,79,219,255
69,46,115,211,255
69,47,154,186,255
69,48,97,201,255
69,49,101,214,255
69,50,64,186,255
69,51,18,181,255
69,52,13,237,255
69,53,15,242,255
69,54,24,253,255
69,55,21,240,255
69,56,17,232,255
69,57,20,149,255
69,58,13,155,255
69,59,10,253,255
69,60,13,251,255
69,61,13,248,255
69,62,12,237,255
69,63,11,233,255
69,64,25,251,255
69,65,135,241,255
69,66,78,198,255
69,67,41,190,255
69,68,30,183,255
69,69,22,183,255
69,70,31,183,255
69,71,119,228,255
69,72,100,234,255
69,73,28,252,255
69,74,36,242,255
69,75,28,235,255
69,76,36,250,255
69,77,12,252,255
69,78,13,252,255
69,79,43,250,255
69,80,24,248,255
69,81,33,244,255
69,82,26,242,255
69,83,37,245,255
69,84,21,244,255
69,85,12,240,255
69,86,11,238,255
69,87,24,235,255
69,88,30,243,255
69,89,16,245,255
69,90,31,237,255
69,91,19,218,255
69,92,17,156,255
69,93,19,202,255
69,94,14,241,255
69,95,10,249,255
69,96,13,250,255
69,97,17,247,255
69,98,14,234,255
69,99,13,207,255
69,100,15,225,255
69,101,17,236,255
69,102,13,250,255
69,103,9,251,255
69,104,11,254,255
69,105,16,242,255
69,106,20,224,255
69,107,24,234,255
69,108,44,238,255
69,109,64,252,255
69,110,71,252,255
69,111,65,251,255
69,112,34,252,255
69,113,19,254,255
69,114,15,230,255
69,115,25,225,255
69,116,89,164,255
69,117,134,187,255
69,118,74,247,255
69,119,33,236,255
69,120,35,228,255
69,121,65,242,255
69,122,57,241,255
69,123,50,200,255
69,124,29,189,255
69,125,22,170,255
69,126,30,169,255
69,127,20,169,255
69,128,19,147,255
69,129,18,158,255
69,130,15,224,255
69,131,12,224,255
69,132,15,224,255
69,133,17,182,255
69,134,25,169,255
69,135,31,155,255
69,136,25,157,255
69,137,28,163,255
69,138,19,149,255
69,139,15,137,255
69,140,29,191,255
69,141,38,199,255
69,142,16,127,255
69,143,15,148,255
69,144,51,194,255
69,145,78,181,255
69,146,114,174,255
69,147,64,222,255
69,148,87,226,255
69,149,114,237,255
69,150,198,226,255
69,151,175,210,255
69,152,225,148,255
69,153,191,125,255
69,154,157,188,255
69,155,14,199,255
69,156,14,248,255
69,157,11,248,255
69,158,18,248,255
69,159,16,237,255
69,160,9,234,255
69,161,12,222,255
69,162,30,217,255
69,163,67,206,255
69,164,39,212,255
69,165,34,216,255
69,166,20,218,255
69,167,40,218,255
69,168,50,217,255
69,169,28,151,255
69,170,12,37,255
69,171,16,103,255
69,172,8,135,255
69,173,7,33,255
69,174,11,35,255
69,175,14,51,255
69,176,13,51,255
69,177,14,51,255
69,178,15,108,255
69,179,9,125,255
69,180,13,148,255
69,181,19,164,255
69,182,27,218,255
69,183,55,215,255
69,184,68,212,255
69,185,54,231,255
69,186,65,234,255
69,187,82,244,255
69,188,128,230,255
69,189,203,200,255
69,190,143,226,255
69,191,54,241,255
69,192,101,225,255
69,193,79,225,255
69,194,82,234,255
69,195,56,237,255
69,196,14,242,255
69,197,21,250,255
69,198,20,253,255
69,199,11,242,255
69,200,10,244,255
69,201,13,253,255
69,202,27,253,255
69,203,65,253,255
69,204,42,237,255
69,205,64,233,255
69,206,76,253,255
69,207,55,253,255
69,208,24,252,255
69,209,24,248,255
69,210,21,246,255
69,211,29,233,255
69,212,21,233,255
69,213,9,249,255
69,214,15,247,255
